week,date,match,actual,odds,correct,confidence,pin_prob_d,home_gf5,away_gf5,form_gap,home_dr10,away_dr10
2020-09-21/2020-09-27,2020-09-27,Valladolid vs Celta,D,2.94,True,21.7,0.33,0.5,1.0,-3,0.5,0.5
2020-09-28/2020-10-04,2020-10-03,Sociedad vs Getafe,H,3.13,False,15.8,0.31,1.0,1.33,-2,0.5,0.33
2020-10-12/2020-10-18,2020-10-18,Huesca vs Valladolid,D,3.12,True,22.8,0.31,0.4,0.6,2,0.8,0.4
2020-10-19/2020-10-25,2020-10-24,Union Berlin vs Freiburg,D,3.47,True,15.5,0.28,1.75,1.25,0,0.5,0.5
2020-10-26/2020-11-01,2020-10-30,Eibar vs Cadiz,A,2.86,False,12.9,0.34,0.8,0.8,-1,0.29,0.29
2020-11-23/2020-11-29,2020-11-28,Elche vs Cadiz,D,2.95,True,11.2,0.32,1.4,0.6,1,0.38,0.2
2020-11-30/2020-12-06,2020-12-05,Levante vs Getafe,H,3.18,False,16.8,0.31,1.0,0.8,2,0.5,0.4
2020-12-07/2020-12-13,2020-12-13,Elche vs Granada,A,3.15,False,15.0,0.31,0.8,1.2,2,0.5,0.3
2020-12-14/2020-12-20,2020-12-19,Levante vs Sociedad,H,3.4,False,13.9,0.29,1.2,0.8,0,0.5,0.3
2020-12-21/2020-12-27,2020-12-23,Alaves vs Eibar,H,3.01,False,19.3,0.32,0.8,0.8,-1,0.4,0.5
2020-12-28/2021-01-03,2021-01-03,Parma vs Torino,A,3.24,False,18.3,0.3,0.6,1.2,1,0.6,0.4
2021-01-04/2021-01-10,2021-01-10,Cadiz vs Alaves,H,2.95,False,17.5,0.33,0.2,0.8,-2,0.3,0.5
2021-01-11/2021-01-17,2021-01-11,Elche vs Getafe,A,2.86,False,22.6,0.34,0.8,0.6,-2,0.6,0.4
2021-01-18/2021-01-24,2021-01-22,Benevento vs Torino,D,3.3,True,14.4,0.3,1.2,1.0,0,0.3,0.5
2021-01-25/2021-01-31,2021-01-30,Villarreal vs Sociedad,D,3.22,True,18.4,0.3,1.6,1.2,3,0.6,0.5
2021-02-01/2021-02-07,2021-02-07,Osasuna vs Eibar,H,3.02,False,19.2,0.32,0.8,1.0,1,0.5,0.4
2021-02-08/2021-02-14,2021-02-14,Levante vs Osasuna,A,3.2,False,15.1,0.31,2.0,1.2,2,0.4,0.5
2021-02-15/2021-02-21,2021-02-20,Elche vs Eibar,H,3.31,False,12.5,0.3,1.0,0.8,0,0.4,0.3
2021-02-22/2021-02-28,2021-02-28,Granada vs Elche,H,3.13,False,11.3,0.31,1.2,0.8,-2,0.3,0.3
2021-03-01/2021-03-07,2021-03-06,Cadiz vs Eibar,H,3.28,False,13.1,0.3,0.8,0.6,-1,0.4,0.4
2021-03-08/2021-03-14,2021-03-12,Levante vs Valencia,H,3.41,False,12.6,0.29,0.8,1.0,-2,0.5,0.3
2021-03-15/2021-03-21,2021-03-19,Parma vs Genoa,A,3.12,False,15.5,0.31,2.0,0.8,3,0.4,0.5
2021-03-29/2021-04-04,2021-04-03,Osasuna vs Getafe,D,2.81,True,15.2,0.35,0.2,1.0,0,0.3,0.3
2021-04-05/2021-04-11,2021-04-07,Sociedad vs Ath Bilbao,D,3.22,True,13.4,0.3,1.4,1.0,1,0.3,0.5
2021-04-12/2021-04-18,2021-04-17,Sampdoria vs Verona,H,3.36,False,9.6,0.29,1.0,0.8,2,0.4,0.2
2021-04-19/2021-04-25,2021-04-21,Betis vs Ath Bilbao,D,3.41,True,15.8,0.29,1.2,0.6,2,0.3,0.7
2021-05-03/2021-05-09,2021-05-09,Valencia vs Valladolid,H,3.39,False,14.4,0.29,1.6,1.2,-1,0.3,0.7
2021-05-10/2021-05-16,2021-05-15,Spezia vs Torino,H,3.03,False,12.7,0.32,1.0,0.6,-2,0.3,0.3
2021-05-17/2021-05-23,2021-05-17,Verona vs Bologna,D,3.26,True,9.1,0.3,0.8,1.0,-1,0.2,0.3
2021-08-09/2021-08-15,2021-08-13,Valencia vs Getafe,H,3.03,False,13.6,0.32,1.8,0.4,3,0.4,0.3
2021-08-16/2021-08-22,2021-08-16,Elche vs Ath Bilbao,D,3.36,True,11.2,0.29,1.0,0.6,2,0.2,0.5
2021-08-23/2021-08-29,2021-08-27,Mallorca vs Espanol,H,2.99,False,32.4,0.33,1.0,0.0,2,0.5,1.0
2021-09-13/2021-09-19,2021-09-18,Alaves vs Osasuna,A,3.13,False,9.5,0.31,1.0,0.8,-2,0.2,0.3
2021-09-20/2021-09-26,2021-09-23,Osasuna vs Betis,A,3.38,False,12.7,0.29,1.2,1.2,2,0.3,0.5
2021-09-27/2021-10-03,2021-10-02,Cadiz vs Valencia,D,3.08,True,12.2,0.32,1.0,2.0,-3,0.4,0.3
2021-10-11/2021-10-17,2021-10-16,Levante vs Getafe,D,2.92,True,15.5,0.34,0.4,0.4,1,0.5,0.2
2021-10-18/2021-10-24,2021-10-23,Ath Bilbao vs Villarreal,H,3.24,False,16.4,0.3,1.0,1.4,0,0.4,0.5
2021-10-25/2021-10-31,2021-10-28,Granada vs Getafe,D,2.88,True,15.7,0.34,1.0,0.4,3,0.5,0.2
2021-11-01/2021-11-07,2021-11-01,Levante vs Granada,A,3.49,False,15.4,0.28,1.0,1.0,-3,0.5,0.5
2021-11-15/2021-11-21,2021-11-20,Burnley vs Crystal Palace,D,3.29,True,16.4,0.3,1.2,1.8,-3,0.5,0.6
2021-11-22/2021-11-28,2021-11-27,Mallorca vs Getafe,D,2.98,True,15.8,0.33,1.4,1.4,-3,0.5,0.3
2021-11-29/2021-12-05,2021-12-04,Southampton vs Brighton,D,3.25,True,18.2,0.3,1.0,0.8,3,0.3,0.7
2021-12-06/2021-12-12,2021-12-10,Mallorca vs Celta,D,3.0,True,17.2,0.33,1.2,1.4,0,0.5,0.3
2021-12-13/2021-12-19,2021-12-19,Getafe vs Osasuna,H,2.95,False,24.1,0.33,1.0,0.6,3,0.6,0.5
2021-12-20/2021-12-26,2021-12-21,Sevilla vs Barcelona,D,3.29,True,8.2,0.3,1.4,1.8,0,0.2,0.3
2021-12-27/2022-01-02,2022-01-02,Everton vs Brighton,A,3.08,False,15.2,0.31,1.0,1.0,-2,0.2,0.6
2022-01-03/2022-01-09,2022-01-03,Osasuna vs Ath Bilbao,A,2.96,False,21.6,0.33,0.6,1.2,-2,0.5,0.5
2022-01-10/2022-01-16,2022-01-14,Brighton vs Crystal Palace,D,3.29,True,11.9,0.3,1.4,2.0,1,0.6,0.2
2022-01-17/2022-01-23,2022-01-23,Vallecano vs Ath Bilbao,A,2.8,False,18.3,0.35,0.8,1.4,0,0.3,0.5
2022-01-31/2022-02-06,2022-02-05,Osasuna vs Sevilla,D,3.04,True,13.5,0.32,1.0,1.2,-3,0.3,0.4
2022-02-07/2022-02-13,2022-02-13,Alaves vs Valencia,H,3.33,False,12.4,0.29,0.4,1.0,0,0.3,0.4
2022-02-14/2022-02-20,2022-02-19,Cadiz vs Getafe,D,2.95,True,15.9,0.33,1.0,2.0,-2,0.4,0.4
2022-02-21/2022-02-27,2022-02-26,Crystal Palace vs Burnley,D,3.44,True,12.5,0.28,1.2,1.0,-3,0.4,0.4
2022-02-28/2022-03-06,2022-03-04,Bielefeld vs Augsburg,A,3.22,False,11.7,0.3,0.8,1.4,3,0.3,0.4
2022-03-07/2022-03-13,2022-03-13,Udinese vs Roma,D,3.42,True,12.6,0.29,1.2,1.2,-1,0.4,0.4
2022-03-14/2022-03-20,2022-03-18,Genoa vs Torino,H,3.24,False,21.9,0.3,0.4,0.8,2,0.8,0.4
2022-03-28/2022-04-03,2022-04-03,Valencia vs Cadiz,D,3.36,True,11.2,0.29,1.2,1.0,2,0.3,0.4
2022-04-04/2022-04-10,2022-04-10,Espanol vs Celta,H,3.14,False,15.1,0.31,1.0,1.0,3,0.4,0.4
2022-04-11/2022-04-17,2022-04-16,Getafe vs Villarreal,A,3.13,False,13.2,0.31,0.4,0.4,1,0.5,0.2
2022-04-18/2022-04-24,2022-04-24,Genoa vs Cagliari,H,3.22,False,14.7,0.3,0.4,0.6,1,0.6,0.2
2022-04-25/2022-05-01,2022-04-30,Southampton vs Crystal Palace,A,3.35,False,10.6,0.29,0.8,0.8,0,0.2,0.4
2022-05-02/2022-05-08,2022-05-08,Getafe vs Vallecano,D,3.04,True,19.1,0.32,0.8,0.8,-1,0.5,0.4
2022-05-09/2022-05-15,2022-05-11,Osasuna vs Getafe,D,2.98,True,15.2,0.33,1.2,0.6,3,0.2,0.5
2022-05-16/2022-05-22,2022-05-22,Sevilla vs Ath Bilbao,H,3.32,False,13.2,0.29,1.2,1.4,-3,0.6,0.3
2022-08-01/2022-08-07,2022-08-06,Leeds vs Wolves,H,3.33,False,8.1,0.29,0.8,1.0,2,0.3,0.2
2022-08-08/2022-08-14,2022-08-13,Wolves vs Fulham,D,3.24,True,19.9,0.3,1.2,2.0,1,0.2,1.0
2022-08-15/2022-08-21,2022-08-19,Espanol vs Vallecano,A,3.04,False,17.0,0.32,1.0,0.8,2,0.4,0.4
2022-08-22/2022-08-28,2022-08-28,Salernitana vs Sampdoria,H,3.21,False,11.1,0.31,0.4,0.8,-1,0.4,0.2
2022-08-29/2022-09-04,2022-09-04,Osasuna vs Vallecano,H,3.09,False,11.5,0.32,0.8,1.0,2,0.3,0.3
2022-09-05/2022-09-11,2022-09-10,Espanol vs Sevilla,A,3.27,False,14.8,0.3,0.8,0.8,1,0.4,0.5
2022-09-12/2022-09-18,2022-09-18,Everton vs West Ham,H,3.39,False,12.2,0.29,0.8,0.6,0,0.5,0.2
2022-09-26/2022-10-02,2022-10-01,Sevilla vs Ath Madrid,A,3.25,False,11.6,0.3,1.2,1.4,-2,0.5,0.2
2022-10-03/2022-10-09,2022-10-09,Salernitana vs Verona,H,3.47,False,12.4,0.28,1.2,0.8,-1,0.5,0.3
2022-10-10/2022-10-16,2022-10-15,Mallorca vs Sevilla,A,3.14,False,14.5,0.31,0.8,1.0,0,0.3,0.4
2022-10-17/2022-10-23,2022-10-22,Everton vs Crystal Palace,H,3.19,False,14.8,0.31,0.8,1.0,-2,0.4,0.4
2022-10-24/2022-10-30,2022-10-24,Cremonese vs Sampdoria,A,3.37,False,11.2,0.29,1.0,0.6,2,0.4,0.3
2022-10-31/2022-11-06,2022-10-31,Elche vs Getafe,A,3.08,False,16.9,0.32,1.2,1.0,0,0.4,0.4
2022-11-07/2022-11-13,2022-11-11,Empoli vs Cremonese,H,3.41,False,14.2,0.29,0.4,0.8,2,0.2,0.7
2022-12-26/2023-01-01,2022-12-30,Celta vs Sevilla,D,3.43,True,10.4,0.29,0.8,0.8,0,0.2,0.4
2023-01-02/2023-01-08,2023-01-06,Elche vs Celta,A,3.31,False,9.8,0.3,0.8,0.8,-2,0.3,0.3
2023-01-09/2023-01-15,2023-01-15,Getafe vs Espanol,A,3.02,False,23.5,0.32,0.8,1.0,3,0.4,0.7
2023-01-16/2023-01-22,2023-01-21,Espanol vs Betis,H,3.16,False,18.7,0.31,1.2,1.0,-2,0.6,0.4
2023-01-23/2023-01-29,2023-01-28,Getafe vs Betis,A,2.88,False,17.9,0.34,0.8,0.6,-2,0.4,0.4
2023-01-30/2023-02-05,2023-02-05,Torino vs Udinese,H,3.14,False,17.0,0.31,1.0,0.8,1,0.4,0.5
2023-02-06/2023-02-12,2023-02-10,Cadiz vs Girona,H,3.2,False,14.3,0.31,1.0,1.0,0,0.3,0.4
2023-02-13/2023-02-19,2023-02-13,Espanol vs Sociedad,A,3.12,False,13.8,0.31,1.4,1.4,-2,0.6,0.2
2023-02-20/2023-02-26,2023-02-25,Cadiz vs Vallecano,H,2.98,False,15.2,0.33,1.0,1.0,-2,0.3,0.4
2023-02-27/2023-03-05,2023-03-05,Spezia vs Verona,D,3.11,True,13.3,0.31,0.8,0.6,-3,0.4,0.3
2023-03-06/2023-03-12,2023-03-11,Empoli vs Udinese,A,3.28,False,16.3,0.3,0.8,1.0,-1,0.5,0.5
2023-03-13/2023-03-19,2023-03-19,Union Berlin vs Ein Frankfurt,H,3.22,False,14.6,0.3,0.6,1.2,1,0.3,0.5
2023-03-27/2023-04-02,2023-04-01,Crystal Palace vs Leicester,H,3.28,False,12.6,0.3,0.2,0.4,0,0.5,0.2
2023-04-03/2023-04-09,2023-04-05,West Ham vs Newcastle,A,3.46,False,12.4,0.28,1.2,1.2,-2,0.4,0.4
2023-04-10/2023-04-16,2023-04-14,Vallecano vs Osasuna,H,3.13,False,16.9,0.31,0.8,0.4,-2,0.5,0.4
2023-04-17/2023-04-23,2023-04-23,Mallorca vs Getafe,H,2.8,False,20.2,0.35,1.0,0.8,0,0.3,0.5
2023-04-24/2023-04-30,2023-04-25,Cadiz vs Osasuna,A,3.22,False,12.9,0.3,0.6,1.2,-2,0.4,0.3
2023-05-01/2023-05-07,2023-05-03,Getafe vs Celta,H,3.03,False,12.7,0.32,0.4,0.8,-3,0.3,0.3
2023-05-08/2023-05-14,2023-05-12,Mallorca vs Cadiz,H,3.02,False,15.5,0.32,1.4,0.6,3,0.4,0.4
2023-05-15/2023-05-21,2023-05-21,Lecce vs Spezia,D,3.25,True,9.1,0.3,0.8,1.0,0,0.2,0.3
2023-05-29/2023-06-04,2023-06-04,Lecce vs Bologna,A,3.41,False,11.3,0.28,0.8,1.8,-1,0.3,0.5
2023-08-07/2023-08-13,2023-08-11,Sevilla vs Valencia,A,3.47,False,7.7,0.28,1.2,1.2,-3,0.2,0.3
2023-08-14/2023-08-20,2023-08-18,Mallorca vs Villarreal,A,3.13,False,7.6,0.31,1.0,1.6,0,0.2,0.2
2023-08-21/2023-08-27,2023-08-26,Granada vs Mallorca,H,3.03,False,10.6,0.32,0.4,1.0,-3,0.3,0.2
2023-08-28/2023-09-03,2023-09-03,Lecce vs Salernitana,H,3.4,False,11.4,0.29,1.4,1.6,2,0.3,0.5
2023-09-11/2023-09-17,2023-09-17,Cagliari vs Udinese,D,3.27,True,10.8,0.3,0.4,0.6,0,0.3,0.3
2023-09-18/2023-09-24,2023-09-24,Torino vs Roma,D,3.1,True,13.3,0.31,1.0,2.6,0,0.3,0.4
2023-09-25/2023-10-01,2023-09-28,Monza vs Bologna,D,3.35,True,14.4,0.29,0.8,0.6,-1,0.3,0.6
2023-10-02/2023-10-08,2023-10-07,Crystal Palace vs Nott'm Forest,D,3.3,True,13.0,0.29,1.2,1.0,3,0.4,0.4
2023-10-16/2023-10-22,2023-10-21,Getafe vs Betis,D,3.11,True,18.9,0.31,2.0,1.2,0,0.5,0.5
2023-10-23/2023-10-29,2023-10-28,Mallorca vs Getafe,D,3.03,True,19.3,0.32,1.6,1.6,-1,0.5,0.5
2023-10-30/2023-11-05,2023-11-05,Cagliari vs Genoa,H,3.18,False,8.4,0.3,1.6,1.4,-3,0.3,0.2
2023-11-06/2023-11-12,2023-11-06,Getafe vs Cadiz,H,3.19,False,16.5,0.3,1.0,0.8,3,0.5,0.4
2023-11-20/2023-11-26,2023-11-26,Cagliari vs Monza,D,3.25,True,10.4,0.3,2.0,1.6,-1,0.2,0.5
2023-11-27/2023-12-03,2023-11-29,Mallorca vs Cadiz,D,3.21,True,14.6,0.3,0.2,0.4,1,0.5,0.3
2023-12-04/2023-12-10,2023-12-09,Mallorca vs Sevilla,H,3.16,False,24.1,0.31,0.2,1.2,-1,0.6,0.7
2023-12-11/2023-12-17,2023-12-11,Vallecano vs Celta,D,3.31,True,21.3,0.29,0.8,1.0,0,0.7,0.5
2023-12-18/2023-12-24,2023-12-21,Mallorca vs Osasuna,H,2.98,False,21.2,0.32,0.4,1.0,0,0.6,0.3
2023-12-25/2023-12-31,2023-12-30,Juventus vs Roma,H,3.1,False,6.9,0.31,1.4,1.6,1,0.2,0.2
2024-01-01/2024-01-07,2024-01-03,Celta vs Betis,H,3.33,False,19.2,0.29,0.8,0.6,-1,0.5,0.7
2024-01-08/2024-01-14,2024-01-14,Cadiz vs Valencia,A,2.96,False,19.4,0.33,0.6,1.2,-3,0.6,0.3
2024-01-15/2024-01-21,2024-01-20,Celta vs Sociedad,A,3.08,False,19.0,0.31,1.2,1.0,2,0.5,0.5
2024-01-22/2024-01-28,2024-01-27,Mallorca vs Betis,A,3.13,False,18.7,0.31,1.0,1.0,1,0.5,0.5
2024-01-29/2024-02-04,2024-02-04,Osasuna vs Celta,A,3.16,False,13.5,0.31,1.4,1.0,3,0.4,0.4
2024-02-05/2024-02-11,2024-02-11,Mallorca vs Vallecano,H,2.97,False,17.2,0.33,0.4,0.8,-2,0.5,0.3
2024-02-12/2024-02-18,2024-02-18,Mallorca vs Sociedad,A,2.83,False,24.9,0.34,0.8,0.4,0,0.4,0.6
2024-02-19/2024-02-25,2024-02-24,Genoa vs Udinese,H,2.92,False,24.1,0.33,1.2,0.8,3,0.6,0.5
2024-02-26/2024-03-03,2024-03-02,Sevilla vs Sociedad,H,3.02,False,14.8,0.32,0.8,0.6,3,0.2,0.5
2024-03-04/2024-03-10,2024-03-09,Genoa vs Monza,A,3.11,False,13.7,0.31,1.0,1.4,-3,0.5,0.3
2024-03-11/2024-03-17,2024-03-16,Udinese vs Torino,A,2.96,False,19.4,0.33,1.0,1.0,3,0.4,0.5
2024-03-25/2024-03-31,2024-03-30,Getafe vs Sevilla,A,3.19,False,12.1,0.3,1.0,1.2,0,0.3,0.3
2024-04-01/2024-04-07,2024-04-07,Verona vs Genoa,A,2.97,False,17.2,0.33,0.8,1.2,2,0.4,0.4
2024-04-08/2024-04-14,2024-04-13,Torino vs Juventus,D,3.06,True,15.3,0.32,1.2,0.8,3,0.4,0.4
2024-04-15/2024-04-21,2024-04-20,Verona vs Udinese,H,3.05,False,16.9,0.32,1.2,1.0,0,0.4,0.4
2024-04-22/2024-04-28,2024-04-27,Almeria vs Getafe,A,3.3,False,17.5,0.29,1.2,0.4,0,0.5,0.5
2024-04-29/2024-05-05,2024-04-29,Genoa vs Cagliari,H,3.11,False,16.9,0.31,0.8,1.4,0,0.4,0.5
2024-05-06/2024-05-12,2024-05-12,Valencia vs Vallecano,D,3.0,True,13.5,0.32,1.0,0.4,1,0.3,0.4
2024-05-13/2024-05-19,2024-05-18,Torino vs Milan,H,3.21,False,14.5,0.3,0.4,2.4,0,0.5,0.3
2024-05-20/2024-05-26,2024-05-26,Frosinone vs Udinese,A,3.11,False,16.9,0.31,0.8,1.2,2,0.5,0.4
2024-08-12/2024-08-18,2024-08-18,Bologna vs Udinese,D,3.29,True,14.5,0.29,1.2,1.2,-3,0.5,0.4
2024-08-19/2024-08-25,2024-08-25,Leganes vs Las Palmas,H,3.0,False,30.0,0.32,1.0,1.0,-3,1.0,0.4
2024-08-26/2024-09-01,2024-08-31,Leganes vs Mallorca,A,2.89,False,25.8,0.34,1.0,1.0,-1,0.67,0.5
2024-09-09/2024-09-15,2024-09-14,Como vs Bologna,D,3.15,True,17.3,0.31,0.33,1.0,-2,0.33,0.6
2024-09-16/2024-09-22,2024-09-22,Monza vs Bologna,A,3.23,False,20.0,0.3,0.6,0.8,0,0.5,0.6
2024-09-23/2024-09-29,2024-09-28,Vallecano vs Leganes,D,3.18,True,13.4,0.3,1.2,0.2,3,0.3,0.43
2024-09-30/2024-10-06,2024-10-04,Leganes vs Valencia,D,2.81,True,18.3,0.35,0.4,0.6,-3,0.5,0.3
2024-10-14/2024-10-20,2024-10-19,Juventus vs Lazio,H,3.34,False,13.0,0.29,0.8,2.0,-3,0.6,0.3
2024-10-21/2024-10-27,2024-10-27,Getafe vs Valencia,D,2.91,True,19.7,0.33,1.0,0.8,1,0.6,0.3
2024-10-28/2024-11-03,2024-10-29,Cagliari vs Bologna,A,3.19,False,18.5,0.31,1.4,1.4,0,0.3,0.7
2024-11-04/2024-11-10,2024-11-04,Empoli vs Como,H,3.04,False,15.2,0.31,0.4,1.2,-2,0.5,0.3
2024-11-18/2024-11-24,2024-11-23,Wolfsburg vs Union Berlin,H,3.28,False,11.4,0.3,1.8,1.0,0,0.3,0.4
2024-11-25/2024-12-01,2024-12-01,Vallecano vs Ath Bilbao,A,3.16,False,11.8,0.31,0.8,1.4,-3,0.3,0.4
2024-12-02/2024-12-08,2024-12-03,Ipswich vs Crystal Palace,A,3.41,False,14.2,0.28,1.4,1.2,-1,0.5,0.5
2024-12-09/2024-12-15,2024-12-15,Lecce vs Monza,H,3.08,False,11.4,0.31,0.8,0.6,3,0.2,0.4
2024-12-16/2024-12-22,2024-12-22,Valencia vs Alaves,D,3.07,True,13.3,0.32,1.2,1.0,1,0.4,0.3
2024-12-23/2024-12-29,2024-12-28,Empoli vs Genoa,A,2.9,False,16.0,0.33,1.4,1.0,-2,0.3,0.5
2024-12-30/2025-01-05,2025-01-04,Venezia vs Empoli,D,3.16,True,10.1,0.31,1.2,1.4,2,0.3,0.3
2025-01-06/2025-01-12,2025-01-11,Torino vs Juventus,D,3.25,True,16.3,0.3,0.6,1.8,-1,0.4,0.7
2025-01-13/2025-01-19,2025-01-18,Juventus vs Milan,H,3.25,False,17.9,0.3,1.6,1.0,-2,0.7,0.5
2025-01-20/2025-01-26,2025-01-24,Torino vs Cagliari,H,3.21,False,15.0,0.3,0.8,1.6,-3,0.6,0.3
2025-01-27/2025-02-02,2025-01-31,Leganes vs Vallecano,A,3.06,False,12.2,0.32,1.0,1.4,-1,0.3,0.4
2025-02-03/2025-02-09,2025-02-08,Torino vs Genoa,D,2.98,True,21.2,0.32,1.0,1.0,0,0.6,0.3
2025-02-10/2025-02-16,2025-02-15,Leganes vs Alaves,D,2.93,True,17.5,0.33,0.4,0.8,1,0.3,0.5
2025-02-17/2025-02-23,2025-02-21,Lecce vs Udinese,A,3.1,False,12.1,0.31,0.8,1.8,-2,0.3,0.4
2025-02-24/2025-03-02,2025-03-02,Osasuna vs Valencia,D,3.19,True,18.3,0.3,1.0,1.2,-1,0.6,0.4
2025-03-03/2025-03-09,2025-03-07,Cagliari vs Genoa,D,3.08,True,9.5,0.31,0.8,1.0,-1,0.2,0.3
2025-03-10/2025-03-16,2025-03-16,Sevilla vs Ath Bilbao,A,3.17,False,18.5,0.31,1.6,2.4,0,0.5,0.5
2025-03-24/2025-03-30,2025-03-30,Valencia vs Mallorca,H,3.22,False,13.2,0.3,1.4,1.6,-3,0.4,0.4
2025-03-31/2025-04-06,2025-04-06,Sevilla vs Ath Madrid,A,3.39,False,11.4,0.29,0.8,1.6,-2,0.4,0.4
2025-04-07/2025-04-13,2025-04-13,Osasuna vs Girona,H,3.18,False,18.2,0.3,1.0,1.0,0,0.6,0.3
2025-04-14/2025-04-20,2025-04-20,Augsburg vs Ein Frankfurt,D,3.44,True,9.9,0.28,1.2,1.6,1,0.5,0.2
2025-04-21/2025-04-27,2025-04-23,Genoa vs Lazio,A,3.18,False,16.6,0.3,0.8,0.8,2,0.4,0.5
2025-04-28/2025-05-04,2025-05-02,Torino vs Venezia,D,3.03,True,21.0,0.32,0.8,0.8,0,0.3,0.6
2025-05-05/2025-05-11,2025-05-05,Girona vs Mallorca,H,3.19,False,14.6,0.3,0.8,0.6,-3,0.4,0.4
2025-05-12/2025-05-18,2025-05-12,Venezia vs Fiorentina,H,3.28,False,14.6,0.3,1.0,1.2,-2,0.7,0.2
2025-05-19/2025-05-25,2025-05-24,Alaves vs Osasuna,D,3.3,True,9.7,0.29,0.6,1.6,0,0.3,0.3
2025-08-11/2025-08-17,2025-08-16,Valencia vs Sociedad,D,2.89,True,10.0,0.33,1.4,0.6,3,0.3,0.2
2025-08-18/2025-08-24,2025-08-24,Osasuna vs Valencia,H,3.16,False,13.0,0.31,1.2,1.0,3,0.3,0.4
2025-08-25/2025-08-31,2025-08-29,Hamburg vs St Pauli,A,3.29,False,24.3,0.29,0.0,1.0,-2,1.0,0.5
2025-09-08/2025-09-14,2025-09-14,Pisa vs Udinese,A,3.11,False,13.2,0.31,0.5,1.2,-3,0.5,0.2
2025-09-15/2025-09-21,2025-09-20,West Ham vs Crystal Palace,A,3.39,False,12.8,0.29,1.4,1.0,-1,0.2,0.7
2025-09-22/2025-09-28,2025-09-25,Osasuna vs Elche,D,3.09,True,13.8,0.31,0.8,1.4,-3,0.2,0.6
2025-09-29/2025-10-05,2025-10-05,Everton vs Crystal Palace,H,3.26,False,11.9,0.3,1.4,1.6,-3,0.3,0.5
2025-10-13/2025-10-19,2025-10-18,Pisa vs Verona,D,3.15,True,15.5,0.31,0.4,0.2,-1,0.33,0.5
2025-10-20/2025-10-26,2025-10-26,Osasuna vs Celta,A,3.2,False,18.1,0.3,0.8,1.0,0,0.2,0.7
2025-10-27/2025-11-02,2025-11-02,Levante vs Celta,A,3.41,False,14.2,0.28,1.0,1.4,-1,0.3,0.7
2025-11-03/2025-11-09,2025-11-07,Pisa vs Cremonese,H,3.05,False,21.2,0.32,0.8,1.2,-1,0.6,0.5
2025-11-17/2025-11-23,2025-11-23,Verona vs Parma,A,3.13,False,20.6,0.31,0.8,0.8,0,0.5,0.5
2025-11-24/2025-11-30,2025-11-24,Torino vs Como,A,3.24,False,19.9,0.3,1.0,1.0,0,0.5,0.6
2025-12-01/2025-12-07,2025-12-05,Oviedo vs Mallorca,D,3.04,True,12.7,0.32,0.6,1.0,-2,0.3,0.3
2025-12-08/2025-12-14,2025-12-08,Pisa vs Parma,A,2.97,False,21.5,0.33,1.0,1.2,2,0.6,0.4
2025-12-15/2025-12-21,2025-12-21,Cagliari vs Pisa,D,3.19,True,16.5,0.3,1.2,0.6,1,0.4,0.5
2025-12-22/2025-12-28,2025-12-27,Parma vs Fiorentina,H,3.09,False,10.3,0.31,1.0,1.6,3,0.3,0.3
2025-12-29/2026-01-04,2026-01-04,Verona vs Torino,A,3.02,False,12.7,0.32,1.4,1.2,0,0.3,0.3
2026-01-05/2026-01-11,2026-01-10,Valencia vs Elche,D,3.14,True,13.5,0.31,1.0,1.8,-3,0.5,0.3
2026-01-12/2026-01-18,2026-01-12,Genoa vs Cagliari,H,2.97,False,15.6,0.33,0.8,1.4,-3,0.4,0.4
